,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,movie id,movie title,release date,video release date,IMDb URL,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Summary,Cast,Director,Rating,Runtime,No. of ratings,YT-Trailer ID
67,67,67,67,68,"Crow, The (1994)",01-Jan-94,,"http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,x5vOYLi2QCc
68,68,68,68,69,Forrest Gump (1994),01-Jan-94,,https://www.imdb.com/title/tt0109830/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"Forrest Gump is a simple man with a low I.Q. but good intentions. He is running through childhood with his best and only friend Jenny. His 'mama' teaches him the ways of life and leaves him to choose his destiny. Forrest joins the army for service in Vietnam, finding new friends called Dan and Bubba, he wins medals, creates a famous shrimp fishing fleet, inspires people to jog, starts a ping-pong craze, creates the smiley, writes bumper stickers and songs, donates to people and meets the president several times. However, this is all irrelevant to Forrest who can only think of his childhood sweetheart Jenny Curran, who has messed up her life. Although in the end all he wants to prove is that anyone can love anyone. —aliw135",Tom Hanks|Rebecca Williams|Sally Field|Michael Conner Humphreys|Harold G. Herthum,Robert Zemeckis,8.8,142.0,1.9M,VweP1BiUW0o
69,69,69,69,70,Four Weddings and a Funeral (1994),01-Jan-94,,https://www.imdb.com/title/tt0109831/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"In Britain, slightly bumbling and always tardy Charles (Hugh Grant) and his closest group of friends seem always to be attending weddings, but are never the bride nor groom, and as such, each, with the exception of gay couple Gareth (Simon Callow) and Matthew (John Hannah), is looking for love. At the wedding of their friends, Angus (Timothy Walker) and Laura (Sara Crowe), where Charles is acting as best man, Charles meets an American woman named Carrie (Andie MacDowell). For him, it's love at first sight. She too is attracted to him. Although they spend a memorable evening together, that's all it ends up being. Over three more successive weddings - some of the brides and grooms who are very near and dear to Charles' heart - and one unfortunate funeral, Charles runs into Carrie, but something always seems to prevent the two of them from getting together. He also runs into a plethora of old girlfriends, one of whom he may believe is really the one he was meant to end up with, especially if Carrie seems to remain unobtainable. Will Charles settle for who in his heart is second best, or will fate finally bring Charles and Carrie together? —Huggo",Hugh Grant|James Fleet|Simon Callow|John Hannah|Kristin Scott Thomas,Mike Newell,7.1,117.0,146K,hmfb8b43KR0
70,70,70,70,71,"Lion King, The (1994)",01-Jan-94,,"http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,zx3LT_G3cIA
71,71,71,71,72,"Mask, The (1994)",01-Jan-94,,https://www.imdb.com/title/tt0110912/,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Jules Winnfield (Samuel L. Jackson) and Vincent Vega (John Travolta) are two hit men who are out to retrieve a suitcase stolen from their employer, mob boss Marsellus Wallace (Ving Rhames). Wallace has also asked Vincent to take his wife Mia (Uma Thurman) out a few days later when Wallace himself will be out of town. Butch Coolidge (Bruce Willis) is an aging boxer who is paid by Wallace to lose his fight. The lives of these seemingly unrelated people are woven together comprising of a series of funny, bizarre and uncalled-for incidents. —Soumitra",Tim Roth|Amanda Plummer|Laura Lovelace|John Travolta|Samuel L. Jackson,Quentin Tarantino,8.9,154.0,1.9M,G_aMIUCcJik
72,72,72,72,73,Maverick (1994),01-Jan-94,,https://www.imdb.com/title/tt0110478/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Maverick is recreated from the character James Garner created in the 1950s TV program. Maverick is a gambler who would rather con someone than fight them. He needs an additional three thousand dollars in order to enter a Winner Take All poker game that begins in a few days. He tries to win some, tries to collect a few debts, and recover a little loot for the reward, all with a light hearted air. He joins forces with a woman gambler with a marvelous, though fake, southern accent as the two both try and enter the game. —John Vogel <jlvogel@comcast.net>",Mel Gibson|Jodie Foster|James Garner|Graham Greene|Alfred Molina,Richard Donner,7.0,127.0,107K,VkHl1CpOQF4
73,73,73,73,74,Faster Pussycat! Kill! Kill! (1965),01-Jan-65,,http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,LfN4yPIovfY
74,74,74,74,75,Brother Minister: The Assassination of Malcolm X (1994),01-Jan-94,,https://www.imdb.com/title/tt0109339/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the convicted assassins, reveals the true identity of the killers, examines the FBI and NYPD clandestine roles in the assassination, and discovers the secret origin of the Nation of Islam and its political and religious legacy in America. —Jack Baxter",Peter Bailey|Roscoe Lee Browne|John Henrik Clarke|Louis Farrakhan|James Fox,Jefri Aalmuhammed,7.4,115.0,100,xcwusjxPnOw
75,75,75,75,76,Carlito's Way (1993),01-Jan-93,,https://www.imdb.com/title/tt0106519/,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"A Puerto Rican ex-con pledges to stay away from his former drug dealing ways but finds himself being dragged back by his past connections and the naive machinations of his lawyer and best friend. Hoping to raise enough money to get away from New York, Carlito Brigante takes on the job of running a nightclub, renews an affair with a dancer but old associates and old instincts suck him back into a world of violence and mistrust. —Keith Loh <loh@sfu.ca>",Al Pacino|Sean Penn|Penelope Ann Miller|John Leguizamo|Ingrid Rogers,Brian De Palma,7.9,144.0,209K,MlduLfmDuXI
76,76,76,76,77,"Firm, The (1993)",01-Jan-93,,https://www.imdb.com/title/tt0106918/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan... —Mark Harding <mah@imdb.com>",Tom Cruise|Jeanne Tripplehorn|Gene Hackman|Hal Holbrook|Terry Kinney,Sydney Pollack,6.8,154.0,127K,OjGvirUyYr0
77,77,77,77,78,Free Willy (1993),01-Jan-93,,https://www.imdb.com/title/tt0106965/,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fishermen separate a young orca whale (Willy) from his parents and he ends up in a fish bowl at a marina. Meanwhile, a street kid runs afoul of the law and gets caught vandalising the marina, but his social worker gets him off the hook (so to speak) provided he cleans up his mess at the marina. While there, he befriends the whale and teaches him tricks, something the trainer hasn't been able to do. But when Willy is a dud in front of the audience, the marina owner plans some bad things, and the boy and his friends must try to (*** MAJOR SPOILERS ***) free Willy. —Ed Sutton <esutton@mindspring.com>",Jason James Richter|Lori Petty|Jayne Atkinson|August Schellenberg|Michael Madsen,Simon Wincer,6.0,112.0,73K,D0LmSNsQzzI
78,78,78,78,79,"Fugitive, The (1993)",01-Jan-93,,"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,wWaI8P2uXJ0
79,79,79,79,80,Hot Shots! Part Deux (1993),01-Jan-93,,https://www.imdb.com/title/tt0107144/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Topper Harley is found working as an odd-job-man in a monastery. The CIA wants him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team who... who went in to rescue hostages left behind after Desert Storm. The President is Tug Benson, who also likes to be in on the action. Basically, it's a send-up of all the big shoot-em-up Rambo/Robocop/T2/Commando-type movies. —Rob Hartill",Charlie Sheen|Lloyd Bridges|Valeria Golino|Richard Crenna|Brenda Bakke,Jim Abrahams,6.6,86.0,88K,XQSsnTH2sQ4
80,80,80,80,81,"Hudsucker Proxy, The (1994)",01-Jan-94,,"http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,n8HG8HDI0UQ
81,81,81,81,82,Jurassic Park (1993),01-Jan-93,,https://www.imdb.com/title/tt0107290/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Huge advancements in scientific technology have enabled a mogul to create an island full of living dinosaurs. John Hammond has invited four individuals, along with his two grandchildren, to join him at Jurassic Park. But will everything go according to plan? A park employee attempts to steal dinosaur embryos, critical security systems are shut down and it now becomes a race for survival with dinosaurs roaming freely over the island. —Film_Fan",Sam Neill|Laura Dern|Jeff Goldblum|Richard Attenborough|Bob Peck,Steven Spielberg,8.1,127.0,912K,zjPFyINVxW0
82,82,82,82,83,Much Ado About Nothing (1993),01-Jan-93,,https://www.imdb.com/title/tt0107616/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Young lovers Hero (Kate Beckinsale) and Claudio (Robert Sean Leonard) are to be married in one week. To pass the time, they conspire with Don Pedro (Denzel Washington) to set a ""lover's trap"" for Benedick (Sir Kenneth Branagh), an arrogant confirmed bachelor, and Beatrice (Dame Emma Thompson), his favorite sparring partner. Meanwhile, the evil Don Jon (Keanu Reeves) conspires to break up the wedding by accusing Hero of infidelity. In the end, though, it all turns out to be ""much ado about nothing"". —Liza Esser <essereli@student.msu.edu>",Richard Briers|Kate Beckinsale|Imelda Staunton|Jimmy Yuill|Brian Blessed,Kenneth Branagh,7.3,111.0,47K,s21-ksKhUks
83,83,83,83,84,Robert A. Heinlein's The Puppet Masters (1994),01-Jan-94,,https://www.imdb.com/title/tt0111003/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Strange aliens land in the Midwest, taking over people's minds in order to spread their dominion. Sam Nivens and Andrew Nivens, aided by Mary Sefton, are part of a government agency who must stop the the aliens before the aliens get to them... —Steve Fenwick <scf@w0x0f.com>",Donald Sutherland|Eric Thal|Julie Warner|Keith David|Will Patton,Stuart Orme,5.9,109.0,8.8K,24L35jzf8O0
84,84,84,84,85,"Ref, The (1994)",01-Jan-94,,https://www.imdb.com/title/tt0110955/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Denis Leary plays an unfortunate cat burglar, who is abandoned by his partner in the middle of a heist, and is forced to take an irritating Connecticut couple (Kevin Spacey, Judy Davis) hostage. He soon finds that he took on more than he bargained for when the couple's blackmailing son and despicable in-laws step into the picture. Before long they're driving him nuts with their petty bickering and family problems. The only way for him to survive is to be their referee and resolve their differences, before he can be nabbed by the police. —Nick D. <ndoherty@imt.net>",Denis Leary|Judy Davis|Kevin Spacey|Robert J. Steinmiller Jr.|Glynis Johns,Ted Demme,6.9,96.0,24K,fQiZRm6tDtg
85,85,85,85,86,"Remains of the Day, The (1993)",01-Jan-93,,"http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,G2un8xvArsU
86,86,86,86,87,Searching for Bobby Fischer (1993),01-Jan-93,,https://www.imdb.com/title/tt0108065/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Josh Waitzkin is just a typical American boy interested in baseball when one day he challenges his father at chess and wins. Showing unusual precocity at the outdoor matches at Washington Square in New York City, he quickly makes friends with a hustler named Vinnie who teaches him speed chess. Josh's parents hire a renowned chess coach, Bruce, who teaches Josh the usefulness of measured planning. Along the way Josh becomes tired of Bruce's system and chess in general and purposely throws a match, leaving the prospects of winning a national championship in serious jeopardy. —Rick Gregory <rag.apa@email.apa.org>",Max Pomeranc|Joe Mantegna|Joan Allen|Ben Kingsley|Laurence Fishburne,Steven Zaillian,7.4,109.0,39K,umV-6RMyl4k
87,87,87,87,88,Sleepless in Seattle (1993),01-Jan-93,,https://www.imdb.com/title/tt0108160/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"After his wife Maggie passes away, Sam Baldwin and his 8-year-old son Jonah relocate from Chicago to Seattle to escape the grief associated with Maggie's death. Eighteen months later Sam is still grieving and can't sleep. Although Jonah misses his mother, he wants his father to get a new wife despite Sam having not even contemplated dating again. On Christmas Eve, Sam (on Jonah's initiative) ends up pouring his heart out on a national radio talk show about his magical and perfect marriage to Maggie, and how much he still misses her. Among the many women who hear Sam's story and fall in love with him solely because of it is Annie Reed, a Baltimore-based newspaper writer. Annie's infatuation with Sam's story and by association Sam himself is despite being already engaged. But Annie's relationship with her straight-laced fiancé Walter is unlike her dream love life in the movie An Affair to Remember (1957). She even writes to Sam proposing they meet atop the Empire State Building on Valentine's Day. Back in Seattle, Sam has received hundreds of letters from women wanting to meet him. Jonah is excited by one letter in particular from Baltimore and will do whatever he needs to to get his father and Annie together. However, old fashioned Sam wants his future love life to be based on meeting a woman the traditional way and he, in turn, becomes infatuated with an unknown woman he spots a few times in Seattle. Will magic happen twice in Sam's life, and if so will it be with this unknown woman or Annie? —Huggo",Tom Hanks|Ross Malinger|Rita Wilson|Victor Garber|Tom Riis Farrell,Nora Ephron,6.8,105.0,168K,nlXfiCNc0Sg
88,88,88,88,89,Blade Runner (1982),01-Jan-82,,https://www.imdb.com/title/tt0083658/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"In the early twenty-first century, the Tyrell Corporation, during what was called the Nexus phase, developed robots, called ""replicants"", that were supposed to aid society, the replicants which looked and acted like humans. When the superhuman generation Nexus 6 replicants, used for dangerous off-Earth endeavors, began a mutiny on an off-Earth colony, replicants became illegal on Earth. Police units, called ""blade runners"", have the job of destroying - or in their parlance ""retiring"" - any replicant that makes its way back to or created on Earth, with anyone convicted of aiding or assisting a replicant being sentenced to death. It's now November, 2019 in Los Angeles, California. Rick Deckard, a former blade runner, is called out of retirement when four known replicants, most combat models, have made their way back to Earth, with their leader being Roy Batty. One, Leon Kowalski, tried to infiltrate his way into the Tyrell Corporation as an employee, but has since been able to escape. Beyond following Leon's trail in hopes of finding and retiring them all, Deckard believes part of what will help him is figuring out what the replicants wanted with the Tyrell Corporation in trying to infiltrate it. The answer may lie with Tyrell's fail-safe backup mechanism. Beyond tracking the four, Deckard faces a possible dilemma in encountering a fifth replicant: Rachael, who works as Tyrell's assistant. The issue is that Dr. Elden Tyrell is experimenting with her, to provide her with fake memories so as to be able to better control her. With those memories, Rachael has no idea that she is not human. The problem is not only Rachael's assistance to Deckard, but that he is beginning to develop feelings for her. —Huggo",Harrison Ford|Rutger Hauer|Sean Young|Edward James Olmos|M. Emmet Walsh,Ridley Scott,8.1,117.0,725K,XAo9KRaCdlA
89,89,89,89,90,So I Married an Axe Murderer (1993),01-Jan-93,,https://www.imdb.com/title/tt0108174/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"Avant-garde poet Charlie hasn't had much luck with women, but then he meets Harriet, the girl of his dreams.. or is it his nightmares? Harriet is wonderful, but Charlie begins to suspect that she is Mrs. X., a woman who marries men, then kills them. —Rob Hartill",Mike Myers|Nancy Travis|Anthony LaPaglia|Amanda Plummer|Brenda Fricker,Thomas Schlamme,6.5,93.0,37K,AV7-TUkroTk
90,90,90,90,91,"Nightmare Before Christmas, The (1993)",01-Jan-93,,https://www.imdb.com/title/tt0107688/,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Jack Skellington, the pumpkin king of Halloween Town, is bored with doing the same thing every year for Halloween. One day he stumbles into Christmas Town, and is so taken with the idea of Christmas that he tries to get the resident bats, ghouls, and goblins of Halloween Town to help him put on Christmas instead of Halloween -- but alas, they can't get it quite right. —Jon Reeves <jreeves@imdb.com>",Danny Elfman|Chris Sarandon|Catherine O'Hara|William Hickey|Glenn Shadix,Henry Selick,8.0,76.0,312K,C-95CVXHr5o
91,91,91,91,92,True Romance (1993),01-Jan-93,,https://www.imdb.com/title/tt0108399/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"In Detroit, Clarence Worley goes to the movie theater alone on the day of his birthday to watch some movies. The gorgeous Alabama Whitman accidentally drops her popcorn on Clarence and they watch the movie together. Later they go to a diner for pie, and end up having a one night stand. In the morning, Alabama confesses that she is a call-girl hired to spend the night with him, but she has fallen in love with him. In the morning they get married and Clarence goes to the club where she worked to bring her some clothes. However, her pimp Drexl Spivey and his partner beat up Clarence and he reacts by killing them both. Clarence asks for Alabama's suitcase with her clothes and the other girls mistakenly give another one with cocaine. When Clarence discovers the mistake, he decides to travel with Alabama to the house of his friend, the aspiring actor Dick Ritchie, to sell the drug and travel to Mexico. He visits his father Clifford Worley and gives his address to him. But the Sicilian Mafia is the owner of the drug and a group of killers are sent to hunt down Clarnece and Alabama. —Claudio Carvalho, Rio de Janeiro, Brazil",Christian Slater|Patricia Arquette|Dennis Hopper|Val Kilmer|Gary Oldman,Tony Scott,7.9,119.0,217K,0TJYt0dlqxI
92,92,92,92,93,Welcome to the Dollhouse (1995),24-May-96,,https://www.imdb.com/title/tt0114906/,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Seventh-grade is no fun. Especially for Dawn Weiner when everyone at school calls you 'Dog-Face' or 'Wiener-Dog.' Not to mention if your older brother is 'King of the Nerds' and your younger sister is a cutesy ballerina who gets you in trouble but is your parents' favorite. And that's just the beginning--her life seems to be falling apart when she faces rejection from the older guy in her brother's band that she has a crush on, her parents want to tear down her 'Special People's Club' clubhouse, and her sister is abducted.... —Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>",Heather Matarazzo|Victoria Davis|Christina Brucato|Christina Vidal|Siri Howard,Todd Solondz,7.4,88.0,33K,hDwULT6b4_A
93,93,93,93,94,Home Alone (1990),01-Jan-90,,https://www.imdb.com/title/tt0099785/,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"It is Christmas time and the McCallister family is preparing for a vacation in Paris, France. But the youngest in the family, Kevin (Macaulay Culkin), got into a scuffle with his older brother Buzz (Devin Ratray) and was sent to his room, which is on the third floor of his house. Then, the next morning, while the rest of the family was in a rush to make it to the airport on time, they completely forgot about Kevin, who now has the house all to himself. Being home alone was fun for Kevin, having a pizza all to himself, jumping on his parents' bed, and making a mess. Then, Kevin discovers about two burglars, Harry (Joe Pesci) and Marv (Daniel Stern), about to rob his house on Christmas Eve. Kevin acts quickly by wiring his own house with makeshift booby traps to stop the burglars and to bring them to justice. —John Wiggins",Macaulay Culkin|Joe Pesci|Daniel Stern|John Heard|Roberts Blossom,Chris Columbus,7.6,103.0,510K,ddXUQu9RC4U
94,94,94,94,95,Aladdin (1992),01-Jan-92,,https://www.imdb.com/title/tt0103639/,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Aladdin is a poor street urchin who spends his time stealing food from the marketplace in the city of Agrabah. His adventures begin when he meets a young girl who happens to be Princess Jasmine, who is forced to be married by her wacky yet estranged father. Aladdin's luck suddenly changes when he retrieves a magical lamp from the Cave of Wonders. What he unwittingly gets is a fun-loving genie who only wishes to have his freedom. Little do they know is that the Sultan's sinister advisor Jafar has his own plans for both Aladdin and the lamp. —Blazer346",Scott Weinger|Robin Williams|Linda Larkin|Jonathan Freeman|Frank Welker,Ron Clements,8.0,90.0,388K,GA4kOuiiAlQ
95,95,95,95,96,Terminator 2: Judgment Day (1991),01-Jan-91,,https://www.imdb.com/title/tt0103064/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Over 10 years have passed since the first machine called The Terminator tried to kill Sarah Connor and her unborn son, John. The man who will become the future leader of the human resistance against the Machines is now a healthy young boy. However, another Terminator, called the T-1000, is sent back through time by the supercomputer Skynet. This new Terminator is more advanced and more powerful than its predecessor and its mission is to kill John Connor when he's still a child. However, Sarah and John do not have to face the threat of the T-1000 alone. Another Terminator (identical to the same model that tried and failed to kill Sarah Connor in 1984) is also sent back through time to protect them. Now, the battle for tomorrow has begun. —Eric ggg",Arnold Schwarzenegger|Linda Hamilton|Edward Furlong|Robert Patrick|Earl Boen,James Cameron,8.5,137.0,1M,0TMlTdoNG6s
96,96,96,96,97,Dances with Wolves (1990),01-Jan-90,,https://www.imdb.com/title/tt0099348/,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Lt. John Dunbar is dubbed a hero after he accidentally leads Union troops to a victory during the Civil War. He requests a position on the western frontier, but finds it deserted. He soon finds out he is not alone, but meets a wolf he dubs ""Two-socks"" and a curious Indian tribe. Dunbar quickly makes friends with the tribe, and discovers a white woman who was raised by the Indians. He gradually earns the respect of these native people, and sheds his white-man's ways. —Greg Bole <bole@life.bio.sunysb.edu>",Kevin Costner|Mary McDonnell|Graham Greene|Rodney A. Grant|Floyd 'Red Crow' Westerman,Kevin Costner,8.0,181.0,251K,0yuoQnRXc4M
97,97,97,97,98,"Silence of the Lambs, The (1991)",01-Jan-91,,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,V5dA92wqmME
98,98,98,98,99,Snow White and the Seven Dwarfs (1937),01-Jan-37,,https://www.imdb.com/title/tt0029583/,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"The beautiful and kindhearted princess Snow White charms every creature in the kingdom except one - her jealous stepmother, the Queen. When the Magic Mirror proclaims Snow White the fairest one of all, she must flee into the forest, where she befriends the lovable seven dwarfs - Doc, Sneezy, Grumpy, Happy, Bashful, Sleepy, and Dopey. But when the Queen tricks Snow White with a poisoned apple and falling into a deep sleep, only the magic of true love's kiss can awaken her. —Lesley (from the back of the Snow White DVD)",Roy Atwell|Stuart Buchanan|Adriana Caselotti|Eddie Collins|Pinto Colvig,William Cottrell,7.6,83.0,190K,w0rj2uyWdpU
99,99,99,99,100,Fargo (1996),14-Feb-97,,https://www.imdb.com/title/tt0116282/,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"Jerry works in his father-in-law's car dealership and has gotten himself in financial problems. He tries various schemes to come up with money needed for a reason that is never really explained. It has to be assumed that his huge embezzlement of money from the dealership is about to be discovered by father-in-law. When all else falls through, plans he set in motion earlier for two men to kidnap his wife for ransom to be paid by her wealthy father (who doesn't seem to have the time of day for son-in-law). From the moment of the kidnapping, things go wrong and what was supposed to be a non-violent affair turns bloody with more blood added by the minute. Jerry is upset at the bloodshed, which turns loose a pregnant sheriff from Brainerd, MN who is tenacious in attempting to solve the three murders in her jurisdiction. —Anonymous",William H. Macy|Steve Buscemi|Peter Stormare|Kristin Rudrüd|Harve Presnell,Joel Coen,8.1,98.0,645K,1N_gND0oBE8
100,100,100,100,101,Heavy Metal (1981),08-Mar-81,,https://www.imdb.com/title/tt0082509/,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"An astronaut brings home a glowing green orb for his daughter. However, the green orb wipes him out and corners the girl for its purposes. Claiming to embody ultimate evil, the malevolent sphere, known as the Loc-Nar, terrorizes the little girl by showing a series of bizarre and fantastic stories it has influenced. The first is ""Harry Canyon"", a cynical taxi driver in a squalid futuristic New York who finds himself involved with a damsel in distress who is relentlessly pursued by murderous thugs who desire the Loc-Nar her archaeologist father found. The second is ""Den"", which chronicles the adventures of a nerdish teenager who is thrown into the fantasy world of Neverwhere, where he is transformed into a handsome muscleman, desired by beautiful women, who must get involved in a conflict revolving around possession of the Loc-Nar. The third is ""Captain Sternn"", where the title character is a handsome but irredeemable scoundrel who stands accused in a trial that the Loc-Nar throws into chaos. The fourth is ""B-17"", where a World War II bomber plane limps home after a bombing run, only to have the Loc-Nar ram into it and revive the dead crew members as murderous zombies. The next is ""So Beautiful, So Dangerous"", where a voluptuous secretary at the Pentagon is abducted by stoned alien wastrels and an oversexed robot. The final story is ""Taarna"", where the Loc-Nar has to come to a future Earth and changes a peaceful people into a horde of murderous barbarians who rampage with genocidal zeal. Only the last Tarrakian, a silent warrior woman known as Taarna, can avenge the victims and stop the Loc-Nar. —Kenneth Chisholm <kchishol@home.com>",Don Francks|Caroline Semple|Richard Romanus|Susan Roman|Al Waxman,Gerald Potterton,6.7,86.0,34K,q5O98xCpDYk
101,101,101,101,102,"Aristocats, The (1970)",01-Jan-70,,https://www.imdb.com/title/tt0065421/,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Retired opera star Adelaide Bonfamille enjoys the good life in her Paris villa with even classier cat Duchess and three kittens: pianist Berlioz, painter Toulouse and sanctimonious Marie. When loyal butler Edgar overhears her will leaves everything to the cats until their death, he drugs and kidnaps them. However retired army dogs make his sidecar capsize on the country. Crafty stray cat Thomas O'Malley takes them under his wing back to Paris. Edgar tries to cover his tracks and catch them at return, but more animals turn on him, from the cart horse Frou-Frou to the tame mouse Roquefort and O'Malley's jazz friends. —KGF Vissers",Phil Harris|Eva Gabor|Sterling Holloway|Scatman Crothers|Paul Winchell,Wolfgang Reitherman,7.1,78.0,99K,vzo5dEtC98I
102,102,102,102,103,All Dogs Go to Heaven 2 (1996),29-Mar-96,,https://www.imdb.com/title/tt0115509/,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Charlie and Itchy have return to Earth to find Gabriel's Horn, but along the way they meet up with a sweet young boy named David, who ran away from home. And a beautiful Irish setter named Sasha LaFleur set them straight. But time is running out, and if Charlie is going to secure the valuable horn, he will have to prove himself worthy of his wings by taking on two incredible villains in a hair-raising, breathtaking race to the finish. Gordon Freeman dies at the end. —Anthony Pereyra {hypersonic91@yahoo.com}",Ernest Borgnine|Bebe Neuwirth|Charlie Sheen|Hamilton Camp|Steve Mackall,Larry Leker,5.6,82.0,5.9K,z7Sk5h7WsVw
103,103,103,103,104,Theodore Rex (1995),29-Mar-96,,https://www.imdb.com/title/tt0114658/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In a future town a female police detective (Whoopi Goldberg) has to colaborate with Theodore Rex, a genetically generated Tyrannosaurus Rex, in order to investigate the murder of another dinosaur. —Volker Boehm",Whoopi Goldberg|Armin Mueller-Stahl|Juliet Landau|Bud Cort|Stephen McHattie,Jonathan R. Betuel,2.4,92.0,4.5K,_dY-kACvfgc
104,104,104,104,105,Sgt. Bilko (1996),29-Mar-96,,https://www.imdb.com/title/tt0117608/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sgt. Bilko is in charge of the Motor Pool at an Army base. He's also a good-natured con man, providing gambling facilities for the soldiers on base. When an old enemy from his past shows up to inspect his records and steal away his fianceé, Sgt. Bilko has to put his skills to creative use... —Afterburner <aburner@erols.com>",Steve Martin|Dan Aykroyd|Phil Hartman|Glenne Headly|Daryl Mitchell,Jonathan Lynn,5.8,93.0,22K,ldtn6uqWbYI
105,105,105,105,106,Diabolique (1996),01-Jan-96,,https://www.imdb.com/title/tt0116095/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils. —Mark Thompson <mrt@oasis.icl.co.uk>",Sharon Stone|Isabelle Adjani|Chazz Palminteri|Kathy Bates|Spalding Gray,Jeremiah S. Chechik,5.5,107.0,14K,dcsGLTDtx78
